lexicon,polarity,origin
نفشخ,-1,EG
نفشخك,-1,EG
نفشل,-1,EG
نفضح,-1,EG
نفضحك,-1,EG
نفلس,-1,EG
نقاضي,-1,EG
نقاوم,-1,EG
نقبض,-1,EG
نقتحم,-1,EG
نقتص,-1,EG
نقتل,-1,EG
نقتلك,-1,EG
نقتلو,-1,EG
نقد,-1,EG
نقرف,-1,EG
نقصر,-1,EG
نقض,-1,EG
نقضي,-1,EG
نقط,-1,EG
نقع,-1,EG
نقلعوك,-1,EG
نقيل,-1,EG
نكاه,-1,EG
نكايه,-1,EG
نكتم,-1,EG
نكد,-1,EG
نكدب,-1,EG
نكدس,-1,EG
نكذب,-1,EG
نكذبو,-1,EG
نكر,-1,EG
نكره,-1,EG
نكرهك,-1,EG
نكسر,-1,EG
نكسرو,-1,EG
نكسف,-1,EG
نكسه,-1,EG
نكشف,-1,EG
نكفر,-1,EG
نلجا,-1,EG
نلجمك,-1,EG
نلطش,-1,EG
نلعن,-1,EG
نلعنك,-1,EG
نلقن,-1,EG
نلم,-1,EG
نليف,-1,EG
نماطل,-1,EG
نمسخرك,-1,EG
نمنع,-1,EG
نمهل,-1,EG
نميمه,-1,EG
ننافق,-1,EG
ننبح,-1,EG
ننتحر,-1,EG
ننتحل,-1,EG
ننتقد,-1,EG
ننتقم,-1,EG
ننتن,-1,EG
ننتنيل,-1,EG
ننتهي,-1,EG
ننحني,-1,EG
ننخرس,-1,EG
ننرفز,-1,EG
ننزع,-1,EG
ننزف,-1,EG
ننس,-1,EG
ننسا,-1,EG
ننسحب,-1,EG
ننسو,-1,EG
ننضرب,-1,EG
ننفخ,-1,EG
ننفضح,-1,EG
ننكر,-1,EG
ننكرها,-1,EG
ننهزم,-1,EG
ننهش,-1,EG
ننيكك,-1,EG
نهاجم,-1,EG
نهان,-1,EG
نهتك,-1,EG
نهد,-1,EG
نهدد,-1,EG
نهدر,-1,EG
نهدم,-1,EG
نهرب,-1,EG
نهرتل,-1,EG
نهزيء,-1,EG
نهزئ,-1,EG
نهش,-1,EG
نهك,-1,EG
نهمل,-1,EG
نهيج,-1,EG
نهين,-1,EG
نهيص,-1,EG
نواح,-1,EG
نوجع,-1,EG
نولع,-1,EG
نولول,-1,EG
نيمين,-1,EG
ابط,-1,EG
ابل,-1,EG
اجم,-1,EG
اجمو,-1,EG
ارب,-1,EG
ان,-1,EG
ايطلق,-1,EG
ايف,-1,EG
هبط,-1,EG
هبل,-1,EG
هبله,-1,EG
هبوط,-1,EG
تتاجل,-1,EG
تتحسب,-1,EG
تتضرب,-1,EG
تتقتع,-1,EG
تختف,-1,EG
تخربو,-1,EG
تخوفو,-1,EG
تسكتو,-1,EG
تش,-1,EG
تشتغل,-1,EG
تعيل,-1,EG
تك,-1,EG
توحشنا,-1,EG
توحشونا,-1,EG
هجايص,-1,EG
هجر,-1,EG
هجس,-1,EG
هجص,-1,EG
هجم,-1,EG
هجوم,-1,EG
هدام,-1,EG
هدد,-1,EG
هددني,-1,EG
هدر,-1,EG
هذيان,-1,EG
هرب,-1,EG
هربان,-1,EG
هربت,-1,EG
هربو,-1,EG
هرتل,-1,EG
هرتله,-1,EG
هرجل,-1,EG
هرول,-1,EG
هري,-1,EG
هزء,-1,EG
هزا,-1,EG
هزق,-1,EG
هزل,-1,EG
هزم,-1,EG
هزيمه,-1,EG
هزئ,-1,EG
هسهس,-1,EG
هشتم,-1,EG
هضيع,-1,EG
هطق,-1,EG
هطل,-1,EG
هلس,-1,EG
هلفطه,-1,EG
هلك,-1,EG
همج,-1,EG
همجي,-1,EG
همد,-1,EG
هموت,-1,EG
همومك,-1,EG
هنشتم,-1,EG
هنفشل,-1,EG
هنكدب,-1,EG
هننفخك,-1,EG
هنيكك,-1,EG
هوان,-1,EG
هواهم,-1,EG
هوج,-1,EG
ياف,-1,EG
يتناك,-1,EG
يج,-1,EG
يجان,-1,EG
يحاسبك,-1,EG
يخسر,-1,EG
يربيك,-1,EG
يرحمنا,-1,EG
يسجنن,-1,EG
يسموك,-1,EG
يص,-1,EG
يصه,-1,EG
يضيعو,-1,EG
يعبرك,-1,EG
يفتش,-1,EG
يقبضك,-1,EG
يمن,-1,EG
يندم,-1,EG
ينيكك,-1,EG
يس,-1,EG
واطي,-1,EG
واهم,-1,EG
وحش,-1,EG
وساخه,-1,EG
وسخ,-1,EG
وسوس,-1,EG
وضاعه,-1,EG
وقاحه,-1,EG
وقح,-1,EG
وكس,-1,EG
وكسه,-1,EG
ولع,-1,EG
ولعه,-1,EG
ولول,-1,EG
وهل,-1,EG
وهم,-1,EG
يا_ض,-1,EG
يا_كلاب,-1,EG
يا_منافقين,-1,EG
يا_هب,-1,EG
يا_ئس,-1,EG
يا_س,-1,EG
يبذ,-1,EG
يبضن,-1,EG
يبطل,-1,EG
يبيح,-1,EG
يتبرء,-1,EG
يتبرا,-1,EG
يتبرؤن,-1,EG
يتبعزق,-1,EG
يتجاهل,-1,EG
يتحبس,-1,EG
يتحبسو,-1,EG
يتحبسوا,-1,EG
يتحرق,-1,EG
يتحسر,-1,EG
يتحشر,-1,EG
يتحملك,-1,EG
يتخاذل,-1,EG
يتخاصم,-1,EG
يتخرس,-1,EG
يتخزوق,-1,EG
يتخض,-1,EG
يتخطف,-1,EG
يتخمد,-1,EG
يتراجع,-1,EG
يترب,-1,EG
يتربي,-1,EG
يترحم,-1,EG
يتردد,-1,EG
يتركوا,-1,EG
يتريق,-1,EG
يتسجن,-1,EG
يتسحل,-1,EG
يتسلح,-1,EG
يتسول,-1,EG
يتشتم,-1,EG
يتشرد,-1,EG
يتشل,-1,EG
يتشلح,-1,EG
يتشملل,-1,EG
يتصاب,-1,EG
يتطاول,-1,EG
يتظاهر,-1,EG
يتظاهرون,-1,EG
يتظلم,-1,EG
يتعارض,-1,EG
يتعاطوها,-1,EG
يتعدم,-1,EG
يتعذب,-1,EG
يتعر,-1,EG
يتعرض,-1,EG
يتعظوا,-1,EG
يتعقب,-1,EG
يتف,-1,EG
يتفرس,-1,EG
يتفنن,-1,EG
يتقاعدوا,-1,EG
يتقبض,-1,EG
يتقتلو,-1,EG
يتقمص,-1,EG
يتكتم,-1,EG
يتكسف,-1,EG
يتلسع,-1,EG
يتلم,-1,EG
يتمسح,-1,EG
يتمم,-1,EG
يتنح,-1,EG
يتنفخ,-1,EG
يتنكر,-1,EG
يتنيل,-1,EG
يتهان,-1,EG
يتهجر,-1,EG
يتهد,-1,EG
يتهدد,-1,EG
يتهومنا,-1,EG
يتواطا,-1,EG
يتوب,-1,EG
يتورطوا,-1,EG
يتوكس,-1,EG
يجادل,-1,EG
يجبر,-1,EG
يجحم,-1,EG
يجرح,-1,EG
يجرو,-1,EG
يجسس,-1,EG
يجوع,-1,EG
يحارب,-1,EG
يحاسب,-1,EG
يحاصر,-1,EG
يحاكمك,-1,EG
يحبس,-1,EG
يحبط,-1,EG
يحتج,-1,EG
يحتل,-1,EG
يحذر,-1,EG
يحرق,-1,EG
يحرم,-1,EG
يحرمنا,-1,EG
يحرمو,-1,EG
يحزن,-1,EG
يحسد,-1,EG
يحسس,-1,EG
يحشر,-1,EG
يحطم,-1,EG
يحقتر,-1,EG
يحك,-1,EG
يخاذل,-1,EG
يخازل,-1,EG
يخاف,-1,EG
يخب,-1,EG
يخبط,-1,EG
يخترق,-1,EG
يخجل,-1,EG
يخدر,-1,EG
يخدع,-1,EG
يخدك,-1,EG
يخذلكم,-1,EG
يخربيت,-1,EG
يخرص,-1,EG
يخز,-1,EG
يخش,-1,EG
يخشي,-1,EG
يخطء,-1,EG
يخطيء,-1,EG
يخطئ,-1,EG
يخلص,-1,EG
يخلصكم,-1,EG
يخلف,-1,EG
يخو,-1,EG
يخوف,-1,EG
يخون,-1,EG
يخونو,-1,EG
يخوين,-1,EG
يخيف,-1,EG
يدافع,-1,EG
يدبحو,-1,EG
يدبحوا,-1,EG
يدمر,-1,EG
يدمن,-1,EG
يذبح,-1,EG
يراق,-1,EG
يربوك,-1,EG
يرتجف,-1,EG
يرحل,-1,EG
يردح,-1,EG
يرعب,-1,EG
يركب,-1,EG
يركع,-1,EG
يرموك,-1,EG
يرن,-1,EG
يريح,-1,EG
يريق,-1,EG
يزايد,-1,EG
يزرط,-1,EG
يزعل,-1,EG
يزعلك,-1,EG
يزعلو,-1,EG
يزلزل,-1,EG
يزهق,-1,EG
يزوغ,-1,EG
يزيح,-1,EG
يزيط,-1,EG
يزيل,-1,EG
يستاهلوا,-1,EG
يستبعد,-1,EG
يستبيح,-1,EG
يستبيحو,-1,EG
يستجعل,-1,EG
يستحمل,-1,EG
يستخف,-1,EG
يستدرج,-1,EG
يستسلم,-1,EG
يستغفل,-1,EG
يستغيث,-1,EG
يستكرد,-1,EG
يستلم,-1,EG
يستنجد,-1,EG
يستنزف,-1,EG
يستنكرون,-1,EG
يستهبلوش,-1,EG
يستهتر,-1,EG
يستهزء,-1,EG
يسجن,-1,EG
يسجنو,-1,EG
يسحلونك,-1,EG
يسخر,-1,EG
يسخن,-1,EG
يسرق,-1,EG
يسرقو,-1,EG
يسفك,-1,EG
يسفل,-1,EG
يسقطو,-1,EG
يسيئ,-1,EG
يشتت,-1,EG
يشتم,-1,EG
يشتمو,-1,EG
يشتموك,-1,EG
يشجب,-1,EG
يشدد,-1,EG
يشرذم,-1,EG
يشعل,-1,EG
يشكم,-1,EG
يشل,-1,EG
يشوه,-1,EG
يشوهو,-1,EG
يشويه,-1,EG
يشيع,-1,EG
يشيل,-1,EG
يصاب,-1,EG
يصبر,-1,EG
يصبرك,-1,EG
يصتدم,-1,EG
يصفع,-1,EG
يصمت,-1,EG
يصيب,-1,EG
يصيح,-1,EG
يصيع,-1,EG
يضر,-1,EG
يضربك,-1,EG
يضطر,-1,EG
يضعف,-1,EG
يضللو,-1,EG
يضيع,-1,EG
يطغ,-1,EG
يطغي,-1,EG
يظلم,-1,EG
يعارض,-1,EG
يعاقب,-1,EG
يعاقبه,-1,EG
يعتدوا,-1,EG
يعترض,-1,EG
يعترف,-1,EG
يعتقل,-1,EG
يعتقلع,-1,EG
يعتقلو,-1,EG
يعدم,-1,EG
يعذب,-1,EG
يعذبو,-1,EG
يعر,-1,EG
يعرص,-1,EG
يعري,-1,EG
يعريك,-1,EG
يعزل,-1,EG
يعزلوا,-1,EG
يعصب,-1,EG
يعصي,-1,EG
يعط,-1,EG
يعظ,-1,EG
يعل,-1,EG
يعور,-1,EG
يعورو,-1,EG
يعورين,-1,EG
يعيط,-1,EG
يعيق,-1,EG
يغرق,-1,EG
يغش,-1,EG
يغصبن,-1,EG
يغضب,-1,EG
يغللط,-1,EG
يغور,-1,EG
يغيب,-1,EG
يفتت,-1,EG
يفتر,-1,EG
يفتري,-1,EG
يفتن,-1,EG
يفتي,-1,EG
يفر,-1,EG
يفسد,-1,EG
يفشخ,-1,EG
يفشخك,-1,EG
يفضح,-1,EG
يفضحك,-1,EG
يفلس,-1,EG
يقاضي,-1,EG
يقبض,-1,EG
يقتحم,-1,EG
يقتص,-1,EG
يقتلك,-1,EG
يقتلو,-1,EG
يقحم,-1,EG
يقرف,-1,EG
يقصر,-1,EG
يقضي,-1,EG
يقع,-1,EG
يقلعوك,-1,EG
يقمع,-1,EG
يقيل,-1,EG
يكتم,-1,EG
يكدب,-1,EG
يكدس,-1,EG
يكذبو,-1,EG
يكر,-1,EG
يكرهك,-1,EG
يكسر,-1,EG
يكسرو,-1,EG
يكسف,-1,EG
يكشف,-1,EG
يكفر,-1,EG
يكلك,-1,EG
يكوش,-1,EG
يلجا,-1,EG
يلجمك,-1,EG
يلزقو,-1,EG
يلطش,-1,EG
يلعنك,-1,EG
يلم,-1,EG
يليف,-1,EG
يماطل,-1,EG
يمسخرك,-1,EG
يمكر,-1,EG
يمكرالله,-1,EG
يمهل,-1,EG
يموت,-1,EG
ينافق,-1,EG
يناقض,-1,EG
ينتحر,-1,EG
ينتحل,-1,EG
ينتن,-1,EG
ينتنيل,-1,EG
ينتهي,-1,EG
ينحني,-1,EG
ينخرس,-1,EG
يندد,-1,EG
ينرفز,-1,EG
ينرفزن,-1,EG
ينزع,-1,EG
ينزف,-1,EG
ينس,-1,EG
ينسا,-1,EG
ينسحب,-1,EG
ينسو,-1,EG
ينفخ,-1,EG
ينفضح,-1,EG
ينقط,-1,EG
ينكر,-1,EG
ينكران,-1,EG
ينكرها,-1,EG
ينهبو,-1,EG
ينهزم,-1,EG
ينهش,-1,EG
ينور,-1,EG
يهان,-1,EG
يهب,-1,EG
يهتك,-1,EG
يهد,-1,EG
يهدر,-1,EG
يهدم,-1,EG
يهرتل,-1,EG
يهزيء,-1,EG
يهزئ,-1,EG
يهش,-1,EG
يهمل,-1,EG
يهيج,-1,EG
يهيص,-1,EG
يهين,-1,EG
يواطء,-1,EG
يوجع,-1,EG
يورط,-1,EG
يوري,-1,EG
يولع,-1,EG
يولعو,-1,EG
يولول,-1,EG
يؤجل,-1,EG
يؤسفن,-1,EG
,-1,EG
اسوا_ما_كتب,-1,EG
اشقتني,-1,EG
اصابني_بالعطش,-1,EG
اطيق,-1,EG
اقل,-1,EG
انكر,-1,EG
اهرع,-1,EG
اسقاطات,-1,EG
اضاعة,-1,EG
اديله_صفر,-1,EG
ارحمونا_يرحمكم_الله,-1,EG
اسخف,-1,EG
اشمئزازا,-1,EG
اشمئزازي,-1,EG
اقتصر,-1,EG
الاسف,-1,EG
الافكار_المكرة_والمنقولة,-1,EG
الاسرائيليات,-1,EG
الاستبداد,-1,EG
الاستظراف,-1,EG
البؤساء,-1,EG
البذيئة,-1,EG
التفاهه,-1,EG
التكرار,-1,EG
الجور,-1,EG
الحسنة_الوحيدة,-1,EG
الخاطئه,-1,EG
الركيكة,-1,EG
السخافة,-1,EG
السخيفة,-1,EG
السطحية,-1,EG
السلبي,-1,EG
السيئة,-1,EG
الصعاليك,-1,EG
الضائع,-1,EG
الضجة,-1,EG
الفحش,-1,EG
القليل,-1,EG
الكابة,-1,EG
الكتاب_فاضي,-1,EG
المبالغة,-1,EG
المتحجر,-1,EG
المشكلة,-1,EG
المشكله,-1,EG
المفرطة,-1,EG
الملل,-1,EG
النجمة,-1,EG
النجمتان,-1,EG
النجمتين,-1,EG
الهراء,-1,EG
الهزيمة,-1,EG
انصدمت,-1,EG
اوحش,-1,EG
بئيس,-1,EG
بائسة,-1,EG
باذخة,-1,EG
بالحشو,-1,EG
بالغت,-1,EG
بالملل,-1,EG
بتخزي,-1,EG
بتدبحوني,-1,EG
بخيبة,-1,EG
بذيئة,-1,EG
بذيئه,-1,EG
بطال,-1,EG
بطالة,-1,EG
بطيخ,-1,EG
بلا_معني,-1,EG
بلا_هدف,-1,EG
بملل,-1,EG
بيض,-1,EG
تالمت,-1,EG
تؤلمني,-1,EG
تخيلتها_افضل,-1,EG
تضيع_وقتك,-1,EG
تضيع_وقت,-1,EG
تعبانة,-1,EG
تفاهة,-1,EG
تفتقد,-1,EG
تفتقر,-1,EG
تقليدي,-1,EG
تقليدية,-1,EG
تهت,-1,EG
توقعت_اكثر,-1,EG
توقعته_افضل,-1,EG
توقعتها_اجمل,-1,EG
ثرثرة,-1,EG
ثغرات,-1,EG
ثقالة,-1,EG
جنسية,-1,EG
جيدة_للاطفال,-1,EG
حار_ونار,-1,EG
حزينة,-1,EG
حشو,-1,EG
خال,-1,EG
خدعوك,-1,EG
خذلتني,-1,EG
خذلني,-1,EG
خطرفة,-1,EG
خلطبيطة,-1,EG
خيبة,-1,EG
خيبت,-1,EG
دون_التوقعات,-1,EG
دون_المستوي,-1,EG
رتيبة,-1,EG
رديء,-1,EG
رديئة,-1,EG
رغي,-1,EG
ركيكة,-1,EG
رواية_للمراهقين,-1,EG
زيادة_عن_اللزوم,-1,EG
سئ,-1,EG
ساذجة,-1,EG
سبوبة,-1,EG
سخافة,-1,EG
سخيفة,-1,EG
سذاجة,-1,EG
سردية,-1,EG
سطحية,-1,EG
سطحيه,-1,EG
سلبية,-1,EG
سوداء,-1,EG
سوداوية,-1,EG
سيئه,-1,EG
سيئا,-1,EG
شوية_قلش_وخلاص,-1,EG
صادمة,-1,EG
صدمة,-1,EG
ضايقتني,-1,EG
ضعفها,-1,EG
ضيعت_فيه_وقت,-1,EG
ضيعته,-1,EG
عادي,-1,EG
عادية,-1,EG
عكس_توقعاتي,-1,EG
غير_مبر,-1,EG
غير_مترابطة,-1,EG
غير_مناسب,-1,EG
غير_موفقة,-1,EG
ف_ماذا,-1,EG
فارغة,-1,EG
فاكس,-1,EG
فقيع,-1,EG
فيلم_سنمائي_هندي,-1,EG
قاتلة,-1,EG
قاتلة_هذه_الرواية,-1,EG
قاسي,-1,EG
قبيحة,-1,EG
قصة_تعبانة,-1,EG
قفلة_كئيبة,-1,EG
كئيبة,-1,EG
كئيبه,-1,EG
كانت_مضيعة_للوقت,-1,EG
كتاب_بسيط,-1,EG
كرهتها,-1,EG
كشاي_التموين,-1,EG
كل_الاحداث_متشابهة,-1,EG
كنت_متوقعه_احسن,-1,EG
لا_احبه,-1,EG
لا_ترتقي,-1,EG
لا_تعليق,-1,EG
لا_جديد,-1,EG
لاجديد,-1,EG
لغة_باذخة,-1,EG
للسفالة,-1,EG
للقبح,-1,EG
للمراهقين,-1,EG
لم_اجد,-1,EG
لم_استفد,-1,EG
لم_اكمل,-1,EG
لم_اكملها,-1,EG
لم_تصل_لمستوي,-1,EG
لم_تضف,-1,EG
لم_تضف_لي,-1,EG
لم_تكن_بالمستوي,-1,EG
لم_تنضج,-1,EG
لم_يجذبني,-1,EG
لم_يرضي_توقعاتي,-1,EG
لم_يرق,-1,EG
لم_يروق,-1,EG
لم_يضف,-1,EG
لم_يقدم,-1,EG
لن_اكملها,-1,EG
ليس_بالمستوي_المتوقع,-1,EG
ليست_بقدر_ماخبروني,-1,EG
ليست_بمستوي,-1,EG
ليست_رواية,-1,EG
ماساوية,-1,EG
مؤدلجة,-1,EG
ما_فهمتش_حاجة,-1,EG
ما_قدرتش,-1,EG
ماحبيتها,-1,EG
ما_عجبني,-1,EG
ما_قدرت_اكمله,-1,EG
مبالغ,-1,EG
مبتذلة,-1,EG
مبحبش,-1,EG
متداخلة,-1,EG
متدني,-1,EG
متشائمة,-1,EG
متعبة,-1,EG
محبتش,-1,EG
محبتهاش,-1,EG
محبتهوش,-1,EG
محبطة,-1,EG
محستش,-1,EG
مخيب,-1,EG
مخيبة,-1,EG
مخيف_جدا,-1,EG
مخيفة,-1,EG
مربكة,-1,EG
مستفزة,-1,EG
ما_اد_كده,-1,EG
ما_مبسوطه,-1,EG
ما_مفهوم,-1,EG
مشترتهاش,-1,EG
مصدومة,-1,EG
معجبتنيش,-1,EG
معجبنيش,-1,EG
مغالطات,-1,EG
مغزي,-1,EG
مفكك,-1,EG
مقرفه,-1,EG
مقززة,-1,EG
مقززه,-1,EG
مكرة,-1,EG
مكملتوش,-1,EG
مللت,-1,EG
ملهاش,-1,EG
ملهاش_اي_لازمة,-1,EG
ملوش,-1,EG
مليت,-1,EG
مملة,-1,EG
ممله,-1,EG
من_الاسرائيليات,-1,EG
منحطة,-1,EG
منرفززة,-1,EG
موجعة,-1,EG
نجمة,-1,EG
نجمتان,-1,EG
نجمتين,-1,EG
نجمه,-1,EG
ندمان,-1,EG
ندمت,-1,EG
هراء,-1,EG
هلك_التنين,-1,EG
واعتيادية,-1,EG
وحشة,-1,EG
وحشه,-1,EG
ومافيها_فايدة,-1,EG
ومملة,-1,EG
يخخ,-1,EG
يعاب,-1,EG
يعيبه,-1,EG
يفتقر,-1,EG
ﻷغتيال,-1,EG
ﻻ_اعرف,-1,EG
ﻻ_اعلم,-1,EG
ﻻ_تعرضها,-1,EG
ﻻ_تعرضها_علي,-1,EG
ﻻ_نشعر,-1,EG
ﻻ_نشعر_بالملل,-1,EG
ﻻ_يحب,-1,EG
ﻻ_يحب_شعر,-1,EG
ﻻ_يمكنني_التعليق,-1,EG
ﻻ_يناسب,-1,EG
ﻻامل,-1,EG
ﻻتصدق,-1,EG
ﻻلفاظ_افﻻم_السوبكي,-1,EG
لا,-1,EG
ولا,-1,EG
فلا,-1,EG
لم,-1,EG
فلم,-1,EG
ولم,-1,EG
ليس,-1,EG
ليست,-1,EG
لست,-1,EG
فليس,-1,EG
فليست,-1,EG
لن,-1,EG
فلن,-1,EG
ولن,-1,EG
لكن,-1,EG
ولكن,-1,EG
مش,-1,EG
ومش,-1,EG
ما,-1,EG
بس,-1,EG
بل,-1,EG
بينما,-1,EG
وبينما,-1,EG
بلا,-1,EG
ﻷن,-1,EG
رغم,-1,EG
غير,-1,EG
دون,-1,EG
سوي,-1,EG
مفيش,-1,EG
الا,-1,EG
